date,state,city,place_type,confirmed,deaths,is_last,estimated_population,city_ibge_code,confirmed_per_100k_inhabitants,death_rate
2020-11-05,SP,Iepê,city,111,3,True,8194,3519907,1354.64974,0.027
2020-11-05,SP,Igaraçu do Tietê,city,430,14,True,24749,3520004,1737.44394,0.0326
2020-11-05,SP,Igarapava,city,674,18,True,30614,3520103,2201.60711,0.0267
2020-11-05,SP,Igaratá,city,907,8,True,9583,3520202,9464.67703,0.0088
2020-11-05,SP,Iguape,city,605,14,True,30989,3520301,1952.30566,0.0231
2020-11-05,SP,Ilhabela,city,1681,13,True,35591,3520400,4723.10416,0.0077
2020-11-05,SP,Ilha Comprida,city,156,5,True,11362,3520426,1372.99771,0.0321
2020-11-05,SP,Ilha Solteira,city,434,17,True,26788,3520442,1620.12842,0.0392
2020-11-05,SP,Indaiatuba,city,4777,228,True,256223,3520509,1864.39157,0.0477
2020-11-05,SP,Indiana,city,143,3,True,4879,3520608,2930.92847,0.021
2020-11-05,SP,Indiaporã,city,36,0,True,3886,3520707,926.40247,0.0
2020-11-05,SP,Inúbia Paulista,city,28,1,True,4019,3520806,696.69072,0.0357
2020-11-05,SP,Ipaussu,city,306,4,True,15069,3520905,2030.65897,0.0131
2020-11-05,SP,Iperó,city,272,4,True,37964,3521002,716.46823,0.0147
2020-11-05,SP,Ipeúna,city,143,1,True,7687,3521101,1860.2836,0.007
2020-11-05,SP,Ipiguá,city,243,8,True,5476,3521150,4437.54565,0.0329
2020-11-05,SP,Iporanga,city,77,1,True,4199,3521200,1833.76995,0.013
2020-11-05,SP,Ipuã,city,589,21,True,16604,3521309,3547.33799,0.0357
2020-11-05,SP,Iracemápolis,city,1209,15,True,24614,3521408,4911.83879,0.0124
2020-11-05,SP,Irapuã,city,161,2,True,8048,3521507,2000.49702,0.0124
2020-11-05,SP,Irapuru,city,60,2,True,8325,3521606,720.72072,0.0333
2020-11-05,SP,Itaberá,city,199,3,True,17480,3521705,1138.44394,0.0151
2020-11-05,SP,Itaí,city,147,1,True,27382,3521804,536.84902,0.0068
2020-11-05,SP,Itajobi,city,484,11,True,15297,3521903,3164.01909,0.0227
2020-11-05,SP,Itaju,city,180,1,True,3887,3522000,4630.82068,0.0056
2020-11-05,SP,Itanhaém,city,1406,77,True,103102,3522109,1363.69809,0.0548
2020-11-05,SP,Itaoca,city,37,0,True,3330,3522158,1111.11111,0.0
2020-11-05,SP,Itapecerica da Serra,city,2679,163,True,177662,3522208,1507.91953,0.0608
2020-11-05,SP,Itapetininga,city,2130,59,True,165526,3522307,1286.80691,0.0277
2020-11-05,SP,Itapeva,city,876,13,True,94804,3522406,924.01165,0.0148
2020-11-05,SP,Itapevi,city,3454,236,True,240961,3522505,1433.42699,0.0683
2020-11-05,SP,Itapira,city,1880,46,True,75234,3522604,2498.87019,0.0245
2020-11-05,SP,Itapirapuã Paulista,city,68,1,True,4268,3522653,1593.25211,0.0147
2020-11-05,SP,Itápolis,city,539,12,True,43331,3522703,1243.91313,0.0223
2020-11-05,SP,Itaporanga,city,250,7,True,15173,3522802,1647.66361,0.028
2020-11-05,SP,Itapuí,city,372,5,True,14147,3522901,2629.53276,0.0134
2020-11-05,SP,Itapura,city,77,1,True,4951,3523008,1555.24137,0.013
2020-11-05,SP,Itaquaquecetuba,city,4532,301,True,375011,3523107,1208.49788,0.0664
2020-11-05,SP,Itararé,city,634,21,True,50642,3523206,1251.92528,0.0331
